show_id,pageid,title,url,date_raw,date,year,month,day,venue,location,city,region,tour,all_tours,show_type,act,region_category,has_video,has_audio,incomplete_setlist,incomplete_article,is_solo,n_songs,revid
"2014-06-11_-_Wonder_Ballroom_-_Portland,_OR",3903,"2014-06-11 - Wonder Ballroom - Portland, OR",https://themountaingoats.fandom.com/wiki/2014-06-11_-_Wonder_Ballroom_-_Portland%2C_OR,2014-06-11,2014-06-11,2014.0,6.0,11.0,Wonder Ballroom,"Portland, OR",Portland,OR,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,Oregon,False,False,False,False,False,20,19809
"2014-06-13_-_Bottom_of_the_Hill_-_San_Francisco,_CA",3913,"2014-06-13 - Bottom of the Hill - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2014-06-13_-_Bottom_of_the_Hill_-_San_Francisco%2C_CA,2014-06-13,2014-06-13,2014.0,6.0,13.0,Bottom of the Hill,"San Francisco, CA",San Francisco,CA,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,California,True,False,False,False,False,23,46975
"2014-06-14_-_Bottom_of_the_Hill_-_San_Francisco,_CA",3918,"2014-06-14 - Bottom of the Hill - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2014-06-14_-_Bottom_of_the_Hill_-_San_Francisco%2C_CA,2014-06-14,2014-06-14,2014.0,6.0,14.0,Bottom of the Hill,"San Francisco, CA",San Francisco,CA,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,California,False,False,False,False,False,26,21326
"2014-06-15_-_Bottom_of_the_Hill_-_San_Francisco,_CA",3921,"2014-06-15 - Bottom of the Hill - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2014-06-15_-_Bottom_of_the_Hill_-_San_Francisco%2C_CA,2014-06-15,2014-06-15,2014.0,6.0,15.0,Bottom of the Hill,"San Francisco, CA",San Francisco,CA,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,California,False,False,False,False,False,25,47310
"2014-06-17_-_Mayan_Theatre_-_Los_Angeles,_CA",3944,"2014-06-17 - Mayan Theatre - Los Angeles, CA",https://themountaingoats.fandom.com/wiki/2014-06-17_-_Mayan_Theatre_-_Los_Angeles%2C_CA,2014-06-17,2014-06-17,2014.0,6.0,17.0,Mayan Theatre,"Los Angeles, CA",Los Angeles,CA,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,California,True,False,False,False,False,21,46976
"2014-06-18_-_Crescent_Ballroom_-_Phoenix,_AZ",3948,"2014-06-18 - Crescent Ballroom - Phoenix, AZ",https://themountaingoats.fandom.com/wiki/2014-06-18_-_Crescent_Ballroom_-_Phoenix%2C_AZ,2014-06-18,2014-06-18,2014.0,6.0,18.0,Crescent Ballroom,"Phoenix, AZ",Phoenix,AZ,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,Arizona,True,False,False,False,False,19,45620
"2014-06-19_-_Eyeconik_Records_and_Apparel_-_Las_Cruces,_NM",3954,"2014-06-19 - Eyeconik Records and Apparel - Las Cruces, NM",https://themountaingoats.fandom.com/wiki/2014-06-19_-_Eyeconik_Records_and_Apparel_-_Las_Cruces%2C_NM,2014-06-19,2014-06-19,2014.0,6.0,19.0,Eyeconik Records and Apparel,"Las Cruces, NM",Las Cruces,NM,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,New Mexico,False,False,False,True,False,5,17350
"2014-06-20_-_Dan's_Silverleaf_-_Denton,_TX",3969,"2014-06-20 - Dan's Silverleaf - Denton, TX",https://themountaingoats.fandom.com/wiki/2014-06-20_-_Dan%27s_Silverleaf_-_Denton%2C_TX,2014-06-20,2014-06-20,2014.0,6.0,20.0,Dan's Silverleaf,"Denton, TX",Denton,TX,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,Texas,True,False,False,False,False,18,21917
"2014-06-21_-_Fitzgerald's_-_Houston,_TX",3976,"2014-06-21 - Fitzgerald's - Houston, TX",https://themountaingoats.fandom.com/wiki/2014-06-21_-_Fitzgerald%27s_-_Houston%2C_TX,2014-06-21,2014-06-21,2014.0,6.0,21.0,Fitzgerald's,"Houston, TX",Houston,TX,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,Texas,True,False,False,False,False,20,27678
"2014-06-22_-_The_Mohawk_-_Austin,_TX",3984,"2014-06-22 - The Mohawk - Austin, TX",https://themountaingoats.fandom.com/wiki/2014-06-22_-_The_Mohawk_-_Austin%2C_TX,2014-06-22,2014-06-22,2014.0,6.0,22.0,The Mohawk,"Austin, TX",Austin,TX,Twin Inhuman Highway Fiends Tour 2014,Twin Inhuman Highway Fiends Tour 2014,,The Mountain Goats,Texas,True,False,False,False,False,21,46977
"2014-06-27_-_Boys_Rock_for_Girls_Rock_-_Haw_River_Ballroom_-_Saxapahaw,_NC",4003,"2014-06-27 - Boys Rock for Girls Rock - Haw River Ballroom - Saxapahaw, NC",https://themountaingoats.fandom.com/wiki/2014-06-27_-_Boys_Rock_for_Girls_Rock_-_Haw_River_Ballroom_-_Saxapahaw%2C_NC,2014-06-27,2014-06-27,2014.0,6.0,27.0,Boys Rock for Girls Rock - Haw River Ballroom,"Saxapahaw, NC",Saxapahaw,NC,,,,The Mountain Goats,North Carolina,True,False,False,False,False,19,34862
"2014-07-25_-_Merge_25_-_Cat's_Cradle_-_Carrboro,_NC",4150,"2014-07-25 - Merge 25 - Cat's Cradle - Carrboro, NC",https://themountaingoats.fandom.com/wiki/2014-07-25_-_Merge_25_-_Cat%27s_Cradle_-_Carrboro%2C_NC,2014-07-25,2014-07-25,2014.0,7.0,25.0,Merge 25 - Cat's Cradle,"Carrboro, NC",Carrboro,NC,,,festival,The Mountain Goats,North Carolina,True,False,False,False,False,9,21913
"2014-08-29_-_Pittsboro_Skatepark_Board_Auction_-_Spectre_Arts_-_Durham,_NC",4331,"2014-08-29 - Pittsboro Skatepark Board Auction - Spectre Arts - Durham, NC",https://themountaingoats.fandom.com/wiki/2014-08-29_-_Pittsboro_Skatepark_Board_Auction_-_Spectre_Arts_-_Durham%2C_NC,2014-08-29,2014-08-29,2014.0,8.0,29.0,Pittsboro Skatepark Board Auction - Spectre Arts,"Durham, NC",Durham,NC,,,,The Mountain Goats,North Carolina,False,False,False,True,False,0,17694
"2014-11-19_-_NPR's_Ask_Me_Another_-_Carolina_Theatre_-_Durham,_NC",4547,"2014-11-19 - NPR's Ask Me Another - Carolina Theatre - Durham, NC",https://themountaingoats.fandom.com/wiki/2014-11-19_-_NPR%27s_Ask_Me_Another_-_Carolina_Theatre_-_Durham%2C_NC,2014-11-19,2014-11-19,2014.0,11.0,19.0,NPR's Ask Me Another - Carolina Theatre,"Durham, NC",Durham,NC,,,,The Mountain Goats,North Carolina,False,False,False,False,False,1,18345
"2015-01-24_-_Invite_Them_Up_First_Set_-_SF_Sketchfest_-_San_Francisco,_CA",4549,"2015-01-24 - Invite Them Up First Set - SF Sketchfest - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2015-01-24_-_Invite_Them_Up_First_Set_-_SF_Sketchfest_-_San_Francisco%2C_CA,2015-01-24,2015-01-24,2015.0,1.0,24.0,Invite Them Up First Set - SF Sketchfest,"San Francisco, CA",San Francisco,CA,,,,The Mountain Goats,California,False,False,False,False,False,3,18360
"2015-01-24_-_Invite_Them_Up_Second_Set_-_SF_Sketchfest_-_San_Francisco,_CA",4550,"2015-01-24 - Invite Them Up Second Set - SF Sketchfest - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2015-01-24_-_Invite_Them_Up_Second_Set_-_SF_Sketchfest_-_San_Francisco%2C_CA,2015-01-24,2015-01-24,2015.0,1.0,24.0,Invite Them Up Second Set - SF Sketchfest,"San Francisco, CA",San Francisco,CA,,,,The Mountain Goats,California,False,False,False,False,False,3,18361
"2015-01-25_-_Tribute_to_Wurster_and_Scharpling_-_SF_Sketchfest_-_San_Francisco,_CA",4552,"2015-01-25 - Tribute to Wurster and Scharpling - SF Sketchfest - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2015-01-25_-_Tribute_to_Wurster_and_Scharpling_-_SF_Sketchfest_-_San_Francisco%2C_CA,2015-01-25,2015-01-25,2015.0,1.0,25.0,Tribute to Wurster and Scharpling - SF Sketchfest,"San Francisco, CA",San Francisco,CA,,,,The Mountain Goats,California,False,False,False,False,False,3,34863
"2015-03-18_-_Welcome_to_Night_Vale_Selected_Shorts_-_Symphony_Space_-_New_York,_NY",4630,"2015-03-18 - Welcome to Night Vale Selected Shorts - Symphony Space - New York, NY",https://themountaingoats.fandom.com/wiki/2015-03-18_-_Welcome_to_Night_Vale_Selected_Shorts_-_Symphony_Space_-_New_York%2C_NY,2015-03-18,2015-03-18,2015.0,3.0,18.0,Welcome to Night Vale Selected Shorts - Symphony Space,"New York, NY",New York,NY,,,,The Mountain Goats,New York,False,False,False,False,False,3,19071
"2015-03-30_-_A.V._Club_One_Track_Mind_Session_-_Sam's_Quik_Shop_-_Durham,_NC",4639,"2015-03-30 - A.V. Club One Track Mind Session - Sam's Quik Shop - Durham, NC",https://themountaingoats.fandom.com/wiki/2015-03-30_-_A.V._Club_One_Track_Mind_Session_-_Sam%27s_Quik_Shop_-_Durham%2C_NC,2015-03-30,2015-03-30,2015.0,3.0,30.0,A.V. Club One Track Mind Session - Sam's Quik Shop,"Durham, NC",Durham,NC,,,,The Mountain Goats,North Carolina,True,False,False,False,False,1,41428
"2015-04-02_-_Mercy_Lounge_-_Nashville,_TN",4564,"2015-04-02 - Mercy Lounge - Nashville, TN",https://themountaingoats.fandom.com/wiki/2015-04-02_-_Mercy_Lounge_-_Nashville%2C_TN,2015-04-02,2015-04-02,2015.0,4.0,2.0,Mercy Lounge,"Nashville, TN",Nashville,TN,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Tennessee,False,False,False,False,False,20,19206
"2015-04-03_-_The_Grey_Eagle_-_Asheville,_NC",4565,"2015-04-03 - The Grey Eagle - Asheville, NC",https://themountaingoats.fandom.com/wiki/2015-04-03_-_The_Grey_Eagle_-_Asheville%2C_NC,2015-04-03,2015-04-03,2015.0,4.0,3.0,The Grey Eagle,"Asheville, NC",Asheville,NC,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,North Carolina,True,False,False,False,False,22,21910
"2015-04-04_-_The_Jinx_-_Savannah,_GA",4566,"2015-04-04 - The Jinx - Savannah, GA",https://themountaingoats.fandom.com/wiki/2015-04-04_-_The_Jinx_-_Savannah%2C_GA,2015-04-04,2015-04-04,2015.0,4.0,4.0,The Jinx,"Savannah, GA",Savannah,GA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Georgia,False,False,False,False,False,19,19111
"2015-04-06_-_Late_Night_with_Seth_Meyers_-_New_York,_NY",4653,"2015-04-06 - Late Night with Seth Meyers - New York, NY",https://themountaingoats.fandom.com/wiki/2015-04-06_-_Late_Night_with_Seth_Meyers_-_New_York%2C_NY,2015-04-06,2015-04-06,2015.0,4.0,6.0,Late Night with Seth Meyers,"New York, NY",New York,NY,,,tv appearance,The Mountain Goats,New York,False,False,False,False,False,2,32906
"2015-04-07_-_Cat's_Cradle_-_Carrboro,_NC",4567,"2015-04-07 - Cat's Cradle - Carrboro, NC",https://themountaingoats.fandom.com/wiki/2015-04-07_-_Cat%27s_Cradle_-_Carrboro%2C_NC,2015-04-07,2015-04-07,2015.0,4.0,7.0,Cat's Cradle,"Carrboro, NC",Carrboro,NC,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,North Carolina,True,False,False,False,False,24,33802
"2015-04-08_-_9:30_Club_-_Washington,_D.C.",4568,"2015-04-08 - 9:30 Club - Washington, D.C.",https://themountaingoats.fandom.com/wiki/2015-04-08_-_9%3A30_Club_-_Washington%2C_D.C.,2015-04-08,2015-04-08,2015.0,4.0,8.0,9:30 Club,"Washington, D.C.",Washington,D.C.,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,"Washington, D.C.",True,False,False,False,False,21,21908
"2015-04-09_-_Webster_Hall_-_New_York,_NY",4569,"2015-04-09 - Webster Hall - New York, NY",https://themountaingoats.fandom.com/wiki/2015-04-09_-_Webster_Hall_-_New_York%2C_NY,2015-04-09,2015-04-09,2015.0,4.0,9.0,Webster Hall,"New York, NY",New York,NY,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,New York,True,False,False,False,False,22,31864
"2015-04-11_-_City_Winery_-_New_York,_NY",4572,"2015-04-11 - City Winery - New York, NY",https://themountaingoats.fandom.com/wiki/2015-04-11_-_City_Winery_-_New_York%2C_NY,2015-04-11,2015-04-11,2015.0,4.0,11.0,City Winery,"New York, NY",New York,NY,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,New York,True,False,False,False,False,21,45121
"2015-04-11_-_One_on_One_Session_-_City_Winery_-_New_York,_NY",4702,"2015-04-11 - One on One Session - City Winery - New York, NY",https://themountaingoats.fandom.com/wiki/2015-04-11_-_One_on_One_Session_-_City_Winery_-_New_York%2C_NY,2015-04-11,2015-04-11,2015.0,4.0,11.0,One on One Session - City Winery,"New York, NY",New York,NY,,,,The Mountain Goats,New York,True,False,False,False,False,4,21906
"2015-04-12_-_City_Winery_-_New_York,_NY",4570,"2015-04-12 - City Winery - New York, NY",https://themountaingoats.fandom.com/wiki/2015-04-12_-_City_Winery_-_New_York%2C_NY,2015-04-12,2015-04-12,2015.0,4.0,12.0,City Winery,"New York, NY",New York,NY,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,New York,True,False,False,False,False,23,21905
"2015-04-13_-_Union_Transfer_-_Philadelphia,_PA",4571,"2015-04-13 - Union Transfer - Philadelphia, PA",https://themountaingoats.fandom.com/wiki/2015-04-13_-_Union_Transfer_-_Philadelphia%2C_PA,2015-04-13,2015-04-13,2015.0,4.0,13.0,Union Transfer,"Philadelphia, PA",Philadelphia,PA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Pennsylvania,False,False,False,False,False,21,36105
"2015-04-14_-_House_of_Blues_-_Boston,_MA",4574,"2015-04-14 - House of Blues - Boston, MA",https://themountaingoats.fandom.com/wiki/2015-04-14_-_House_of_Blues_-_Boston%2C_MA,2015-04-14,2015-04-14,2015.0,4.0,14.0,House of Blues,"Boston, MA",Boston,MA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Massachusetts,True,False,False,False,False,21,21903
"2015-04-16_-_Bogart's_-_Cincinnati,_OH",4573,"2015-04-16 - Bogart's - Cincinnati, OH",https://themountaingoats.fandom.com/wiki/2015-04-16_-_Bogart%27s_-_Cincinnati%2C_OH,2015-04-16,2015-04-16,2015.0,4.0,16.0,Bogart's,"Cincinnati, OH",Cincinnati,OH,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Ohio,True,False,False,False,False,20,21902
"2015-04-17_-_Majestic_Theatre_-_Detroit,_MI",4575,"2015-04-17 - Majestic Theatre - Detroit, MI",https://themountaingoats.fandom.com/wiki/2015-04-17_-_Majestic_Theatre_-_Detroit%2C_MI,2015-04-17,2015-04-17,2015.0,4.0,17.0,Majestic Theatre,"Detroit, MI",Detroit,MI,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Michigan,True,False,False,False,False,20,46978
"2015-04-18_-_Vic_Theater_-_Chicago,_IL",4578,"2015-04-18 - Vic Theater - Chicago, IL",https://themountaingoats.fandom.com/wiki/2015-04-18_-_Vic_Theater_-_Chicago%2C_IL,2015-04-18,2015-04-18,2015.0,4.0,18.0,Vic Theater,"Chicago, IL",Chicago,IL,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Illinois,True,False,False,False,False,22,46979
"2015-04-19_-_First_Avenue_-_Minneapolis,_MN",4576,"2015-04-19 - First Avenue - Minneapolis, MN",https://themountaingoats.fandom.com/wiki/2015-04-19_-_First_Avenue_-_Minneapolis%2C_MN,2015-04-19,2015-04-19,2015.0,4.0,19.0,First Avenue,"Minneapolis, MN",Minneapolis,MN,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Minnesota,False,False,False,False,False,22,19497
"2015-04-21_-_Headliners_-_Louisville,_KY",4691,"2015-04-21 - Headliners - Louisville, KY",https://themountaingoats.fandom.com/wiki/2015-04-21_-_Headliners_-_Louisville%2C_KY,2015-04-21,2015-04-21,2015.0,4.0,21.0,Headliners,"Louisville, KY",Louisville,KY,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Kentucky,True,False,False,False,False,21,31857
"2015-04-22_-_Wexner_Center_-_Columbus,_OH",4581,"2015-04-22 - Wexner Center - Columbus, OH",https://themountaingoats.fandom.com/wiki/2015-04-22_-_Wexner_Center_-_Columbus%2C_OH,2015-04-22,2015-04-22,2015.0,4.0,22.0,Wexner Center,"Columbus, OH",Columbus,OH,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Ohio,False,False,False,False,False,21,24753
"2015-04-23_-_Mr._Small's_-_Millvale,_PA",4580,"2015-04-23 - Mr. Small's - Millvale, PA",https://themountaingoats.fandom.com/wiki/2015-04-23_-_Mr._Small%27s_-_Millvale%2C_PA,2015-04-23,2015-04-23,2015.0,4.0,23.0,Mr. Small's,"Millvale, PA",Millvale,PA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Pennsylvania,True,False,False,False,False,24,23974
"2015-05-06_-_Sirius_XMU_Session_-_New_York,_NY",4705,"2015-05-06 - Sirius XMU Session - New York, NY",https://themountaingoats.fandom.com/wiki/2015-05-06_-_Sirius_XMU_Session_-_New_York%2C_NY,2015-05-06,2015-05-06,2015.0,5.0,6.0,Sirius XMU Session,"New York, NY",New York,NY,,,radio session,The Mountain Goats,,False,False,False,False,False,5,31855
"2015-05-08_-_Shaky_Knees_Festival_-_Atlanta,_GA",4624,"2015-05-08 - Shaky Knees Festival - Atlanta, GA",https://themountaingoats.fandom.com/wiki/2015-05-08_-_Shaky_Knees_Festival_-_Atlanta%2C_GA,2015-05-08,2015-05-08,2015.0,5.0,8.0,Shaky Knees Festival,"Atlanta, GA",Atlanta,GA,Regional Heat Tour 2015,Regional Heat Tour 2015,festival,The Mountain Goats,Georgia,True,False,False,False,False,17,46980
"2015-05-26_-_Gothic_Theatre_-_Denver,_CO",4579,"2015-05-26 - Gothic Theatre - Denver, CO",https://themountaingoats.fandom.com/wiki/2015-05-26_-_Gothic_Theatre_-_Denver%2C_CO,2015-05-26,2015-05-26,2015.0,5.0,26.0,Gothic Theatre,"Denver, CO",Denver,CO,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Colorado,False,False,False,False,False,20,19952
"2015-05-27_-_Urban_Lounge_-_Salt_Lake_City,_UT",4584,"2015-05-27 - Urban Lounge - Salt Lake City, UT",https://themountaingoats.fandom.com/wiki/2015-05-27_-_Urban_Lounge_-_Salt_Lake_City%2C_UT,2015-05-27,2015-05-27,2015.0,5.0,27.0,Urban Lounge,"Salt Lake City, UT",Salt Lake City,UT,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Utah,False,False,False,False,False,18,20129
"2015-05-29_-_KEXP_Session_-_Alaska_Junction_-_Seattle,_WA",4730,"2015-05-29 - KEXP Session - Alaska Junction - Seattle, WA",https://themountaingoats.fandom.com/wiki/2015-05-29_-_KEXP_Session_-_Alaska_Junction_-_Seattle%2C_WA,2015-05-29,2015-05-29,2015.0,5.0,29.0,KEXP Session - Alaska Junction,"Seattle, WA",Seattle,WA,,,radio session,The Mountain Goats,Washington,True,False,False,False,False,11,25186
"2015-05-29_-_The_Showbox_-_Seattle,_WA",4583,"2015-05-29 - The Showbox - Seattle, WA",https://themountaingoats.fandom.com/wiki/2015-05-29_-_The_Showbox_-_Seattle%2C_WA,2015-05-29,2015-05-29,2015.0,5.0,29.0,The Showbox,"Seattle, WA",Seattle,WA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Washington,False,False,False,False,False,22,31786
"2015-05-30_-_Wonder_Ballroom_-_Portland,_OR",4582,"2015-05-30 - Wonder Ballroom - Portland, OR",https://themountaingoats.fandom.com/wiki/2015-05-30_-_Wonder_Ballroom_-_Portland%2C_OR,2015-05-30,2015-05-30,2015.0,5.0,30.0,Wonder Ballroom,"Portland, OR",Portland,OR,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Oregon,False,False,False,False,False,22,31787
"2015-05-31_-_Amoeba_Records_-_San_Francisco,_CA",4731,"2015-05-31 - Amoeba Records - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2015-05-31_-_Amoeba_Records_-_San_Francisco%2C_CA,2015-05-31,2015-05-31,2015.0,5.0,31.0,Amoeba Records,"San Francisco, CA",San Francisco,CA,,,,The Mountain Goats,California,False,False,False,False,False,10,20221
"2015-06-01_-_The_Fillmore_-_San_Francisco,_CA",4586,"2015-06-01 - The Fillmore - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2015-06-01_-_The_Fillmore_-_San_Francisco%2C_CA,2015-06-01,2015-06-01,2015.0,6.0,1.0,The Fillmore,"San Francisco, CA",San Francisco,CA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,California,False,False,False,False,False,24,36116
"2015-06-02_-_Great_American_Music_Hall_-_San_Francisco,_CA",4674,"2015-06-02 - Great American Music Hall - San Francisco, CA",https://themountaingoats.fandom.com/wiki/2015-06-02_-_Great_American_Music_Hall_-_San_Francisco%2C_CA,2015-06-02,2015-06-02,2015.0,6.0,2.0,Great American Music Hall,"San Francisco, CA",San Francisco,CA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,California,False,False,False,False,False,21,21325
"2015-06-03_-_The_Mayan_-_Los_Angeles,_CA",4585,"2015-06-03 - The Mayan - Los Angeles, CA",https://themountaingoats.fandom.com/wiki/2015-06-03_-_The_Mayan_-_Los_Angeles%2C_CA,2015-06-03,2015-06-03,2015.0,6.0,3.0,The Mayan,"Los Angeles, CA",Los Angeles,CA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,California,False,False,False,False,False,23,20824
"2015-06-04_-_Pappy_and_Harriet's_-_Pioneertown,_CA",4634,"2015-06-04 - Pappy and Harriet's - Pioneertown, CA",https://themountaingoats.fandom.com/wiki/2015-06-04_-_Pappy_and_Harriet%27s_-_Pioneertown%2C_CA,2015-06-04,2015-06-04,2015.0,6.0,4.0,Pappy and Harriet's,"Pioneertown, CA",Pioneertown,CA,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,California,False,False,False,False,False,19,20249
"2015-06-07_-_Houston_Free_Press_Festival_-_Houston,_TX",4732,"2015-06-07 - Houston Free Press Festival - Houston, TX",https://themountaingoats.fandom.com/wiki/2015-06-07_-_Houston_Free_Press_Festival_-_Houston%2C_TX,2015-06-07,2015-06-07,2015.0,6.0,7.0,Houston Free Press Festival,"Houston, TX",Houston,TX,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Texas,False,False,False,False,False,14,20286
"2015-06-08_-_Kessler_Theater_-_Dallas,_TX",4635,"2015-06-08 - Kessler Theater - Dallas, TX",https://themountaingoats.fandom.com/wiki/2015-06-08_-_Kessler_Theater_-_Dallas%2C_TX,2015-06-08,2015-06-08,2015.0,6.0,8.0,Kessler Theater,"Dallas, TX",Dallas,TX,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Texas,True,False,False,False,False,23,46982
"2015-06-09_-_Austin_City_Limits_-_Moody_Theater_-_Austin,_TX",4636,"2015-06-09 - Austin City Limits - Moody Theater - Austin, TX",https://themountaingoats.fandom.com/wiki/2015-06-09_-_Austin_City_Limits_-_Moody_Theater_-_Austin%2C_TX,2015-06-09,2015-06-09,2015.0,6.0,9.0,Austin City Limits - Moody Theater,"Austin, TX",Austin,TX,Regional Heat Tour 2015,Regional Heat Tour 2015,,The Mountain Goats,Texas,False,False,False,False,False,24,34864
"2015-08-31_-_Whiplash_-_UCB_Theater_-_New_York,_NY",4882,"2015-08-31 - Whiplash - UCB Theater - New York, NY",https://themountaingoats.fandom.com/wiki/2015-08-31_-_Whiplash_-_UCB_Theater_-_New_York%2C_NY,2015-08-31,2015-08-31,2015.0,8.0,31.0,Whiplash - UCB Theater,"New York, NY",New York,NY,,,,The Mountain Goats,New York,False,False,False,False,False,2,21279
"2015-09-08_-_Off_Broadway_-_St._Louis,_MO",4821,"2015-09-08 - Off Broadway - St. Louis, MO",https://themountaingoats.fandom.com/wiki/2015-09-08_-_Off_Broadway_-_St._Louis%2C_MO,2015-09-08,2015-09-08,2015.0,9.0,8.0,Off Broadway,"St. Louis, MO",St. Louis,MO,All Roads Lead to Lincoln Solo Mini-Tour 2015,All Roads Lead to Lincoln Solo Mini-Tour 2015,,The Mountain Goats,Missouri,True,False,False,False,True,25,34865
"2015-09-09_-_Lawrence_Arts_Center_-_Lawrence,_KS",4822,"2015-09-09 - Lawrence Arts Center - Lawrence, KS",https://themountaingoats.fandom.com/wiki/2015-09-09_-_Lawrence_Arts_Center_-_Lawrence%2C_KS,2015-09-09,2015-09-09,2015.0,9.0,9.0,Lawrence Arts Center,"Lawrence, KS",Lawrence,KS,All Roads Lead to Lincoln Solo Mini-Tour 2015,All Roads Lead to Lincoln Solo Mini-Tour 2015,,The Mountain Goats,Kansas,False,False,False,False,True,21,21384
"2015-09-10_-_Vega_-_Lincoln,_NE",4823,"2015-09-10 - Vega - Lincoln, NE",https://themountaingoats.fandom.com/wiki/2015-09-10_-_Vega_-_Lincoln%2C_NE,2015-09-10,2015-09-10,2015.0,9.0,10.0,Vega,"Lincoln, NE",Lincoln,NE,All Roads Lead to Lincoln Solo Mini-Tour 2015,All Roads Lead to Lincoln Solo Mini-Tour 2015,,The Mountain Goats,Nebraska,False,False,False,False,True,21,34866
"2015-09-12_-_Maximum_Ames_Festival_-_First_United_Methodist_Church_-_Ames,_IA",4729,"2015-09-12 - Maximum Ames Festival - First United Methodist Church - Ames, IA",https://themountaingoats.fandom.com/wiki/2015-09-12_-_Maximum_Ames_Festival_-_First_United_Methodist_Church_-_Ames%2C_IA,2015-09-12,2015-09-12,2015.0,9.0,12.0,Maximum Ames Festival - First United Methodist Church,"Ames, IA",Ames,IA,All Roads Lead to Lincoln Solo Mini-Tour 2015,All Roads Lead to Lincoln Solo Mini-Tour 2015,festival,The Mountain Goats,Iowa,True,False,False,False,True,20,31697
"2015-10-02_-_Bijou_Theatre_-_Knoxville,_TN",4851,"2015-10-02 - Bijou Theatre - Knoxville, TN",https://themountaingoats.fandom.com/wiki/2015-10-02_-_Bijou_Theatre_-_Knoxville%2C_TN,2015-10-02,2015-10-02,2015.0,10.0,2.0,Bijou Theatre,"Knoxville, TN",Knoxville,TN,"By, For, and About the Trees Southeastern Fall Tour 2015","By, For, and About the Trees Southeastern Fall Tour 2015",,The Mountain Goats,Tennessee,False,False,False,False,False,19,21603
