song_key,song_title,n_plays,first_t,first_played,last_played,album,is_cover,opportunities,play_rate,play_rate_shrunk,deep_cut,surprisal
Columns Pillars Steps,Columns Pillars Steps,11,371,2009-03-18,2009-04-06,Moon Colony Bloodbath,False,940,0.011702127659574468,0.012080346111059813,False,4.4161754353081175
Seed Song,Seed Song,11,73,1999-07-23,2025-09-19,"Yam, the King of Crops",False,1238,0.008885298869143781,0.009218706094290477,False,4.686520588106622
Going to Maine,Going to Maine,11,22,1996-01-18,2023-07-10,Hardcore Acoustic,False,1289,0.008533747090768037,0.008859535726980458,False,4.726260916756136
Going to Mexico,Going to Mexico,10,2,1992-07-18,2009-03-21,The Hound Chronicles,False,1309,0.007639419404125287,0.007973763932744484,False,4.83159863508316
Song for Sasha Banks,Song for Sasha Banks,10,899,2018-08-30,2018-09-13,Song for Sasha Banks,False,412,0.024271844660194174,0.024530398765318102,False,3.707842164614025
Doctor Wu,Doctor Wu,10,25,1996-03-14,2011-06-16,Unreleased,True,1286,0.007776049766718507,0.008114190096950552,False,4.814140886206291
Insurance Fraud Number 2,Insurance Fraud Number 2,10,277,2007-06-17,2019-05-15,The Coroner's Gambit,False,1034,0.009671179883945842,0.010054205186544042,False,4.599764305471222
How I Left the Ministry,How I Left the Ministry,10,99,2002-07-24,2010-10-23,Undercard,False,1212,0.00825082508250825,0.008601568398228425,False,4.75581072046338
Here I Am,Here I Am,10,342,2008-10-24,2025-12-03,Unreleased,True,969,0.010319917440660475,0.010714997236215794,False,4.536110907992627
Genesis 19:1-2,Genesis 19:1-2,10,159,2004-07-17,2025-09-19,Devil in the Shortwave,False,1152,0.008680555555555556,0.00904192172919575,False,4.705883546506873
Tianchi Lake,Tianchi Lake,10,611,2013-06-03,2019-11-24,Heretic Pride,False,700,0.014285714285714285,0.01471823925919086,False,4.218667788380015
Alpha Sun Hat,Alpha Sun Hat,10,10,1994-08-18,2023-02-10,Zopilote Machine,False,1301,0.007686395080707148,0.008022053191988962,False,4.82556088089224
Night of the Mules,Night of the Mules,10,29,1996-03-23,2024-05-25,Chile de Árbol,False,1282,0.0078003120124804995,0.008139118484345176,False,4.811073399138429
For the Krishnacore Bands,For the Krishnacore Bands,10,829,2017-07-03,2025-12-14,Unreleased,False,482,0.02074688796680498,0.021109825232305618,False,3.858016696061644
Raid on Entebbe,Raid on Entebbe,10,54,1997-07-16,2025-12-06,Jack and Faye,False,1257,0.007955449482895784,0.008298459096802992,False,4.791685432402454
Standard Bitter Love Song Number 4,Standard Bitter Love Song Number 4,10,3,1992-07-22,2006-08-22,The Hound Chronicles,False,1308,0.00764525993883792,0.007979768273055287,False,4.830845906406294
The New Hydra Collection,The New Hydra Collection,9,1000,2021-08-07,2022-09-11,Dark in Here,False,311,0.028938906752411574,0.02899435730095897,False,3.5406540437569967
Third Snow Song,Third Snow Song,9,22,1996-01-18,2025-11-29,Philyra,False,1289,0.0069821567106283944,0.007331651846155401,False,4.915554434289834
Feed This End,Feed This End,9,5,1992-12-06,2022-08-31,Hot Garden Stomp,False,1306,0.006891271056661562,0.00723765630966623,False,4.928457839125741
Same as Cash,Same as Cash,9,1148,2023-09-19,2024-08-04,Jenny from Thebes,False,163,0.05521472392638037,0.05244334571922087,False,2.9480218212213547
Heel Turn 1,Heel Turn 1,9,648,2014-01-19,2024-10-08,Unreleased,False,663,0.013574660633484163,0.014051438164886413,False,4.2650305279507235
Alabama Nova,Alabama Nova,9,13,1995-01-15,2004-10-18,Nothing for Juice,False,1298,0.006933744221879815,0.007281587455703657,False,4.922406383442386
Going to Utrecht,Going to Utrecht,9,88,2001-08-03,2024-08-03,Nine Black Poppies EP,False,1223,0.007358953393295176,0.00772094309462383,False,4.863818759890645
Solomon Revisited,Solomon Revisited,9,3,1992-07-22,2022-09-22,Taboo VI: The Homecoming,False,1308,0.006880733944954129,0.007226756224862515,False,4.929964998416313
Quetzalcoatl is Born,Quetzalcoatl is Born,9,25,1996-03-14,2019-11-20,Zopilote Machine,False,1286,0.006998444790046656,0.007348493312877044,False,4.91325997821631
In the Shadow of the Western Hills,In the Shadow of the Western Hills,9,543,2012-03-24,2012-10-11,Steal Smoked Fish (EP),False,768,0.01171875,0.012179101861189619,False,4.408033758237813
Charlie Sheen Reaches Out to the Feds,Charlie Sheen Reaches Out to the Feds,9,1302,2026-05-15,2026-05-26,Days,False,9,1.0,0.3309355954006007,False,1.1058314983664075
The Irony Engine,The Irony Engine,9,26,1996-03-16,2007-05-11,Unreleased,True,1285,0.007003891050583658,0.007354124342235571,False,4.9124939881367276
Duke Ellington,Duke Ellington,8,11,1994-08-22,2025-09-22,The Long Secret,False,1300,0.006153846153846154,0.006512978989861681,False,5.0339583253002935
"Hello, Old Rabbit","Hello, Old Rabbit",8,26,1996-03-16,2012-10-09,"Hail and Farewell, Gothenburg",False,1285,0.0062256809338521405,0.006587840817331356,False,5.02252962947667
Wizard Buys a Hat,Wizard Buys a Hat,8,327,2008-05-16,2023-08-09,Satanic Messiah EP,False,984,0.008130081300813009,0.008562880743642849,False,4.760318609971551
Balance,Balance,8,94,2002-03-08,2021-09-26,All Hail West Texas,False,1217,0.00657354149548069,0.006949985664201633,False,4.9690156821123646
Pale Green Things,Pale Green Things,8,180,2005-05-08,2021-10-23,The Sunset Tree,False,1131,0.007073386383731211,0.0074692721690855085,False,4.896957718441759
Keeping House,Keeping House,8,276,2007-06-16,2024-01-31,Get Lonely,False,1035,0.007729468599033816,0.008148940537078124,False,4.809867355630043
Need More Bandages,Need More Bandages,8,1302,2026-05-15,2026-05-26,Bleed Out,False,9,0.8888888888888888,0.296452836779911,False,1.2158671397063507
Going to Chino,Going to Chino,8,2,1992-07-18,2020-02-22,The Hound Chronicles,False,1309,0.006111535523300229,0.006468873037334402,False,5.040753368433122
I Wonder Where Our Love Has Gone,I Wonder Where Our Love Has Gone,8,46,1997-04-04,2005-06-18,Sweden,True,1265,0.006324110671936759,0.006690375304760638,False,5.007085307049197
Going to Monaco,Going to Monaco,8,84,2001-04-21,2014-06-14,Transmissions to Horace,False,1227,0.006519967400162999,0.0068942520181374655,False,4.977067255399914
Bleed Out (song),Bleed Out (song),8,1074,2022-08-25,2026-04-11,Bleed Out,False,237,0.03375527426160337,0.033451876523803194,False,3.3976473946150967
For the Portuguese Goth Metal Bands,For the Portuguese Goth Metal Bands,8,1302,2026-05-15,2026-05-26,Goths,False,9,0.8888888888888888,0.296452836779911,False,1.2158671397063507
Evening in Stalingrad,Evening in Stalingrad,8,66,1998-10-10,2009-11-18,Full Force Galesburg,False,1245,0.00642570281124498,0.006796151989420885,False,4.991398710881498
The Anglo-Saxons,The Anglo-Saxons,7,27,1996-03-20,2022-05-21,The Basement Tapes: Live Recordings at KSPC 1989-1995,False,1284,0.005451713395638629,0.00582602167685385,False,5.145420899742264
Programmed Cell Death,Programmed Cell Death,7,274,2007-05-11,2024-11-30,Undercard,False,1037,0.006750241080038573,0.0071874477451442,False,4.935419143125904
Friend of the Devil,Friend of the Devil,7,610,2013-05-01,2026-05-16,Unreleased,True,701,0.009985734664764621,0.010536937956473537,False,4.552868294540615
Plain,Plain,7,468,2011-03-24,2011-04-12,Unreleased,True,843,0.00830367734282325,0.008803166009985423,False,4.732643848339094
The Window Song,The Window Song,7,26,1996-03-16,2022-09-22,Pawnshop Reverb,False,1285,0.005447470817120622,0.005821557292427141,False,5.14618747701246
Tyler Lambert's Grave,Tyler Lambert's Grave,7,499,2011-06-14,2011-06-24,Unreleased,False,812,0.008620689655172414,0.009131168589684399,False,4.6960615980768745
Orange Ball of Peace,Orange Ball of Peace,7,13,1995-01-15,2014-06-13,Taking the Dative,False,1298,0.00539291217257319,0.00576413677285085,False,5.156099872318118
The Lady from Shanghai 2,The Lady from Shanghai 2,7,1280,2025-12-06,2025-12-14,Through This Fire Across From Peter Balkan,False,31,0.22580645161290322,0.14896337777681215,False,1.9040547899799916
The Last Limit of Bhakti,The Last Limit of Bhakti,7,378,2009-03-27,2026-05-21,Isopanisad Radio Hour,False,933,0.007502679528403001,0.007971807205264868,False,4.831844060909868
Standard Bitter Love Song Number 1,Standard Bitter Love Song Number 1,7,9,1993-03-07,2024-12-01,Unreleased,False,1302,0.005376344086021506,0.005746696116957201,False,5.159130177667297
Home Again Garden Grove,Home Again Garden Grove,7,472,2011-03-29,2011-06-21,We Shall All Be Healed,False,839,0.00834326579261025,0.008844158634013295,False,4.727998079239921
The Black Ice Cream Song,The Black Ice Cream Song,7,10,1994-08-18,2002-03-10,Zopilote Machine,False,1301,0.005380476556495004,0.005751046378968524,False,5.158373461777991
Willin',Willin',7,648,2014-01-19,2015-10-10,Unreleased,True,663,0.010558069381598794,0.011123180478209985,False,4.498724016826456
Rockin' Rockin' Twilight of the Gods,Rockin' Rockin' Twilight of the Gods,6,5,1992-12-06,2010-10-21,Undercard,False,1306,0.004594180704441042,0.004975212870752202,False,5.30328712119607
It's All Here in Brownsville,It's All Here in Brownsville,6,95,2002-03-08,2023-09-19,Full Force Galesburg,False,1216,0.004934210526315789,0.005337485652603091,False,5.233000588467899
Somebody Else's Parking Lot in Sebastopol,Somebody Else's Parking Lot in Sebastopol,6,76,2000-02-06,2003-08-23,Martial Arts Weekend,False,1235,0.004858299595141701,0.0052566790969063104,False,5.248255802016147
Happy Birthday,Happy Birthday,6,343,2008-10-25,2023-04-18,Unreleased,True,968,0.006198347107438017,0.006677259379167429,False,5.0090476481981305
Blood Royal,Blood Royal,6,33,1996-09-03,2025-09-22,"Orange Raja, Blood Royal",False,1278,0.004694835680751174,0.005082536414959492,False,5.281944847714298
Home on the Range,Home on the Range,6,711,2015-06-04,2016-05-12,Unreleased,True,600,0.01,0.010640535913899064,False,4.5430844284894
The Only Thing I Know,The Only Thing I Know,6,34,1996-09-11,2024-10-20,"Orange Raja, Blood Royal",False,1277,0.004698512137823023,0.00508645510147835,False,5.281174134766706
Orange,Orange,6,138,2004-02-01,2005-05-08,Unreleased,True,1173,0.005115089514066497,0.00552986778425601,False,5.197591372548179
Deianara Crush,Deianara Crush,6,11,1994-08-22,2021-09-24,Sweden,False,1300,0.004615384615384616,0.004997827474710167,False,5.298751966030679
Cut Off Their Thumbs Number 1,Cut Off Their Thumbs Number 1,6,155,2004-04-20,2018-08-31,Unreleased,False,1156,0.005190311418685121,0.005609806349164473,False,5.1832390789088345
Gravedigger,Gravedigger,6,20,1995-09-21,2010-10-23,Extra Walt,False,1291,0.004647560030983733,0.005032137503140671,False,5.291910434213962
Bride,Bride,6,543,2012-03-24,2014-04-19,Unreleased,False,768,0.0078125,0.008371995262204848,False,4.782863040308142
Going to Kirby Sigston,Going to Kirby Sigston,6,37,1996-11-07,2021-08-08,Hey Dan K.,False,1274,0.004709576138147566,0.0050982475012499385,False,5.278858425511109
Abide with Me,Abide with Me,6,285,2007-09-27,2025-10-02,Isopanisad Radio Hour,True,1026,0.005847953216374269,0.006307009815121816,False,5.066093595075131
We Have Seen the Enemy,We Have Seen the Enemy,6,81,2000-10-16,2024-03-02,Zopilote Machine,False,1230,0.004878048780487805,0.005277705813293936,False,5.244263780746609
Lido Shuffle,Lido Shuffle,6,1242,2025-07-26,2025-08-04,Unreleased,True,69,0.08695652173913043,0.07412508164738674,False,2.6020013201824024
Star Dusting,Star Dusting,6,8,1992-12-27,2022-09-02,Transmissions to Horace,False,1303,0.004604758250191865,0.004986494532590643,False,5.301022114565218
Going to Dade County,Going to Dade County,6,10,1994-08-18,2013-06-24,Unreleased,False,1301,0.004611837048424289,0.004994044107961711,False,5.2995092549725875
That Hippolytine Feeling,That Hippolytine Feeling,6,4,1992-10-01,2021-08-08,Unreleased,False,1307,0.0045906656465187455,0.004971463652311545,False,5.30404098478247
Birthday Song: This Time Has Gone,Birthday Song: This Time Has Gone,6,21,1996-01-15,2024-07-26,Unreleased,False,1290,0.004651162790697674,0.0050359788294789464,False,5.291147366645459
Beach House,Beach House,6,46,1997-04-04,2009-04-01,Hot Garden Stomp,False,1265,0.0047430830039525695,0.005133955071297603,False,5.271878947779583
US Mill,US Mill,6,52,1997-06-22,2023-10-13,Full Force Galesburg,False,1259,0.004765687053216839,0.005158039301499155,False,5.267198752029105
New World Emerging Blues,New World Emerging Blues,5,150,2004-03-27,2005-03-04,Unreleased,False,1161,0.004306632213608958,0.004739316059794598,False,5.351862444868701
Standing in Need of Prayer,Standing in Need of Prayer,5,607,2013-01-20,2024-10-07,Unreleased,True,704,0.007102272727272727,0.007730845672123508,False,4.862537021057054
Used to Haunt,Used to Haunt,5,556,2012-06-23,2019-11-20,All Eternals Deck,False,755,0.006622516556291391,0.0072221061504740905,False,4.930608658024685
Dogs of Clinic 17,Dogs of Clinic 17,5,457,2010-10-19,2010-10-23,Undercard,False,854,0.00585480093676815,0.006404041494985606,False,5.050826004326874
Lonesome Surprise,Lonesome Surprise,5,17,1995-04-19,2013-10-14,Nine Black Poppies EP,True,1294,0.0038639876352395673,0.004259613597121324,False,5.458576827715894
Sun Song,Sun Song,5,50,1997-06-20,2017-11-07,Hot Garden Stomp,False,1261,0.003965107057890563,0.004369346031707588,False,5.433141930568072
"If England Were What England Seems, Then We Would Only Have Our Dreams","If England Were What England Seems, Then We Would Only Have Our Dreams",5,22,1996-01-18,2002-03-10,Unreleased,False,1289,0.003878975950349108,0.004275884084505286,False,5.454764394581238
I Hear the Planets,I Hear the Planets,5,20,1995-09-21,2010-10-21,Fantasy Band,False,1291,0.0038729666924864447,0.004269360996657071,False,5.4562911124350375
Going to Morocco,Going to Morocco,5,5,1992-12-06,2010-10-23,Martial Arts Weekend,False,1306,0.0038284839203675345,0.0042210650577808595,False,5.467667799417146
Butter Teeth,Butter Teeth,5,124,2003-04-04,2004-07-17,Palmcorder Yajna (EP),False,1187,0.004212299915754001,0.0046372264015057335,False,5.373638849768869
Sail On,Sail On,5,8,1992-12-27,2014-06-14,Transmissions to Horace,True,1303,0.003837298541826554,0.004230636633875601,False,5.465402792786294
Emerging,Emerging,5,372,2009-03-19,2009-03-30,Moon Colony Bloodbath,False,939,0.005324813631522897,0.005836425721186048,False,5.143636703554776
FM,FM,5,65,1998-07-31,2010-12-14,Sweden,True,1246,0.0040128410914927765,0.004421115534452938,False,5.42136323137546
Then the Letting Go,Then the Letting Go,5,16,1995-04-15,1997-04-04,Nothing for Juice,False,1295,0.003861003861003861,0.004256374347237582,False,5.459337573283203
Crows,Crows,5,253,2007-01-03,2025-09-20,Devil in the Shortwave,False,1058,0.004725897920604915,0.005192144959756419,False,5.2606083801402805
Boxcar,Boxcar,5,498,2011-06-07,2011-06-24,Unreleased,True,813,0.006150061500615006,0.006719246418508307,False,5.002779270838181
The Last Day of Jimi Hendrix's Life,The Last Day of Jimi Hendrix's Life,5,327,2008-05-16,2024-12-01,Cool Beans! Number 4,False,984,0.00508130081300813,0.005574832934877909,False,5.189492928923013
There Is Power in a Union,There Is Power in a Union,4,63,1998-05-15,2024-10-15,Unreleased,True,1248,0.003205128205128205,0.0036254986329790377,False,5.619763446209921
Ethiopians,Ethiopians,4,275,2007-06-13,2020-02-22,Unreleased,False,1036,0.003861003861003861,0.0043533449494483146,False,5.436810775478956
This Magic Moment,This Magic Moment,4,382,2009-04-02,2016-02-24,Taboo VI: The Homecoming,True,929,0.004305705059203444,0.004844185739322887,False,5.329976109822677
Hello Sarah,Hello Sarah,4,374,2009-03-21,2026-05-26,Unreleased,False,937,0.004268943436499467,0.004803690978701588,False,5.338370702665704
Ultraviolet,Ultraviolet,4,82,2000-10-19,2003-03-14,Martial Arts Weekend,False,1229,0.0032546786004882017,0.0036806503335607846,False,5.604665821338327
Pink and Blue,Pink and Blue,4,648,2014-01-19,2022-12-05,All Hail West Texas,False,663,0.006033182503770739,0.006730793948195344,False,5.001062170783539
Heartland Feeling,Heartland Feeling,4,256,2007-01-07,2007-05-05,Unreleased,True,1055,0.0037914691943127963,0.004276402108481321,False,5.454643251774513
Born Ready,Born Ready,4,69,1999-01-27,2024-11-30,Isopanisad Radio Hour,False,1242,0.00322061191626409,0.003642735551994786,False,5.615020354313908
I Will Grab You by the Ears,I Will Grab You by the Ears,4,1075,2022-08-28,2024-04-17,Nothing for Juice,False,236,0.01694915254237288,0.017957547916474297,False,4.0197447556923125
Down Here,Down Here,4,47,1997-06-14,2017-09-08,Full Force Galesburg,False,1264,0.0031645569620253164,0.003580321079920109,False,5.632302795462656
Quetzalcoatl Comes Through,Quetzalcoatl Comes Through,4,40,1996-11-11,2023-02-19,"Yam, the King of Crops",False,1271,0.003147128245476003,0.0035609080299127964,True,5.637739702059392
Abandoning My Father Talking Blues,Abandoning My Father Talking Blues,4,386,2009-06-13,2022-05-06,unreleased,False,925,0.004324324324324324,0.004864690229224783,False,5.325752238706492
Tell Me on a Sunday,Tell Me on a Sunday,4,39,1996-11-10,2009-04-01,Hot Garden Stomp,True,1272,0.0031446540880503146,0.00355815190914661,False,5.6385139955552965
Bluejays and Cardinals,Bluejays and Cardinals,4,177,2005-05-04,2020-02-21,The Coroner's Gambit,False,1134,0.003527336860670194,0.003983650144382513,False,5.5255567582807945
Badger Song,Badger Song,4,62,1998-04-23,2010-10-20,High Fly Graveyard,False,1249,0.0032025620496397116,0.0036226416600610087,False,5.620551778927137
Trash,Trash,4,37,1996-11-07,1998-06-14,Unreleased,True,1274,0.0031397174254317113,0.0035526524471541114,False,5.640060786273596
Only Existing Footage,Only Existing Footage,4,457,2010-10-19,2010-10-23,Undercard,False,854,0.00468384074941452,0.005259876735260206,False,5.247647686868285
Edvard Munch,Edvard Munch,4,43,1996-11-22,2001-04-21,Unreleased,False,1268,0.0031545741324921135,0.0035692020703551397,True,5.635413217877049
Shot in the Dark,Shot in the Dark,4,566,2012-09-07,2015-04-12,Or Thousands of Prizes,True,745,0.005369127516778523,0.006009323224336497,False,5.114443145039285
I Will Survive,I Will Survive,4,163,2004-10-08,2016-10-26,Unreleased,True,1148,0.003484320557491289,0.003935900913199846,False,5.537615474600922
Send Me an Angel,Send Me an Angel,4,34,1996-09-11,2010-12-14,Sweden,False,1277,0.0031323414252153485,0.0035444350552177486,True,5.642376495529193
Song for Cleomenes,Song for Cleomenes,4,11,1994-08-22,2001-06-23,Beautiful Rat Sunset,False,1300,0.003076923076923077,0.0034826759595586515,True,5.659954326793166
"Ice Cream, Cobra Man","Ice Cream, Cobra Man",4,382,2009-04-02,2025-09-26,Taboo VI: The Homecoming,False,929,0.004305705059203444,0.004844185739322887,False,5.329976109822677
Sarcofago Live,Sarcofago Live,4,333,2008-09-15,2009-10-15,Satanic Messiah EP,False,978,0.00408997955010225,0.004606344956530481,False,5.3803205875242135
Cruiserweights,Cruiserweights,4,457,2010-10-19,2010-10-23,Undercard,False,854,0.00468384074941452,0.005259876735260206,False,5.247647686868285
Going to Bridlington,Going to Bridlington,4,37,1996-11-07,2009-03-20,Unreleased,False,1274,0.0031397174254317113,0.0035526524471541114,True,5.640060786273596
Civilian,Civilian,4,571,2012-10-09,2012-10-15,Unreleased,True,740,0.005405405405405406,0.006048858245549237,False,5.107885744493126
Last Gasp at Calama,Last Gasp at Calama,4,988,2020-06-15,2021-10-25,Songs for Pierre Chuvin,False,323,0.01238390092879257,0.013402717978476444,False,4.31229775837869
Rockin' Rockin' Pet Store,Rockin' Rockin' Pet Store,4,5,1992-12-06,2004-10-04,Unreleased,False,1306,0.0030627871362940277,0.003466917244809517,True,5.664489481958557
When a Powerful Animal Comes,When a Powerful Animal Comes,4,1029,2021-10-14,2021-10-20,Dark in Here,False,282,0.014184397163120567,0.015222292273567615,False,4.184994328587619
When I Get Home,When I Get Home,4,111,2002-12-06,2003-02-01,Unreleased,True,1200,0.0033333333333333335,0.0037681412021454263,False,5.581173448940052
Shave My Eyebrows,Shave My Eyebrows,4,1102,2022-12-05,2025-11-29,Unreleased,False,209,0.019138755980861243,0.020074813391342445,False,3.9082893147669893
Counting Song for Bitter Children,Counting Song for Bitter Children,4,789,2016-11-21,2024-03-01,Unreleased,False,522,0.007662835249042145,0.008481793849847638,False,4.769833312652396
All Devils Here Now,All Devils Here Now,4,116,2003-02-01,2023-09-19,Unreleased,False,1195,0.0033472803347280333,0.00378364795606372,False,5.577066666987398
Letter from a Motel,Letter from a Motel,4,69,1999-01-27,2019-09-04,Unreleased,False,1242,0.00322061191626409,0.003642735551994786,False,5.615020354313908
Song for Roger Maris,Song for Roger Maris,4,65,1998-07-31,2024-10-13,Unreleased,False,1246,0.0032102728731942215,0.003631226118971106,False,5.618184913916871
Sometimes I Still Feel the Bruise,Sometimes I Still Feel the Bruise,4,748,2016-04-01,2016-04-04,Babylon Springs EP,True,563,0.007104795737122558,0.007885304059378078,False,4.842754497563242
Rainbow in the Dark,Rainbow in the Dark,4,433,2010-05-16,2016-04-19,Unreleased,True,878,0.004555808656036446,0.005119300965052806,False,5.274737379514949
In the Cane Fields,In the Cane Fields,4,2,1992-07-18,2019-09-05,Unreleased,False,1309,0.0030557677616501145,0.003459091246514236,True,5.666749369925995
Green Olives,Green Olives,4,38,1996-11-09,2023-02-11,Unreleased,False,1273,0.003142183817753339,0.003555400051521593,True,5.639287689984607
Full Flower,Full Flower,4,38,1996-11-09,2022-04-28,Nothing for Juice,False,1273,0.003142183817753339,0.003555400051521593,True,5.639287689984607
Calling Out Your Name,Calling Out Your Name,4,1022,2021-09-18,2026-05-26,Unreleased,True,289,0.01384083044982699,0.014877450701027249,False,4.207908588110495
In Corolla,In Corolla,4,230,2006-09-20,2012-04-19,Get Lonely,False,1081,0.0037002775208140612,0.004175415319361871,False,5.47854144793543
Sweet Jane,Sweet Jane,3,1265,2025-09-29,2025-12-14,Unreleased,True,46,0.06521739130434782,0.05450200403965788,False,2.9095178066191196
Pure Sun,Pure Sun,3,12,1994-08-23,2017-06-28,Unreleased,False,1299,0.0023094688221709007,0.0027271662370109326,True,5.9044922173100085
The Moon Song,The Moon Song,3,2,1992-07-18,1995-04-15,Unreleased,False,1309,0.002291825821237586,0.0027066457988091947,True,5.91204512330594
The Coast of High Barbary,The Coast of High Barbary,3,656,2014-04-20,2015-11-20,Unreleased,True,655,0.004580152671755725,0.005329084839433214,False,5.234575755465224
The Car Song,The Car Song,3,7,1992-12-13,1997-06-21,Unreleased,False,1304,0.0023006134969325155,0.0027168672708590786,True,5.908275801089648
The Cow Song,The Cow Song,3,5,1992-12-06,2006-09-21,The Hound Chronicles,False,1306,0.002297090352220521,0.002712769431838175,True,5.909785235338502
Real Good Girlfriend,Real Good Girlfriend,3,24,1996-02-26,1996-11-09,Unreleased,False,1287,0.002331002331002331,0.002752205253724116,True,5.895352778216916
Beat the Devil,Beat the Devil,3,1060,2022-05-19,2025-09-18,Comes with a Smile 11: Hope Isn't a Word,False,251,0.01195219123505976,0.013273550799326272,False,4.321981885472395
Snow Owl,Snow Owl,3,877,2017-12-04,2021-08-24,Full Force Galesburg,False,434,0.0069124423963133645,0.007923198825148503,False,4.837960262634042
Rescue Breathing,Rescue Breathing,3,984,2020-02-20,2025-12-14,unreleased,False,327,0.009174311926605505,0.010366375408119365,False,4.569187844539553
Earth Air Water Trees,Earth Air Water Trees,3,384,2009-04-04,2023-12-10,Tropical Depression EP,False,927,0.003236245954692557,0.003798450123144055,False,5.573162157778772
Duane Allman Slept Here,Duane Allman Slept Here,3,911,2018-09-13,2019-11-11,unreleased,False,400,0.0075,0.00856460063480338,False,4.760117775870108
Pure Money,Pure Money,3,50,1997-06-20,2007-09-21,Nine Black Poppies EP,False,1261,0.0023790642347343376,0.0028080657819027476,True,5.875259366489428
Process of Elimination,Process of Elimination,3,5,1992-12-06,1998-10-10,The Long Secret,False,1306,0.002297090352220521,0.002712769431838175,True,5.909785235338502
Scavenger Babies,Scavenger Babies,3,130,2003-06-27,2022-07-11,Unreleased,False,1181,0.002540220152413209,0.0029951142936031805,True,5.8107728866726776
Tampa,Tampa,3,59,1998-04-04,1999-01-30,Unreleased,False,1252,0.0023961661341853034,0.002827934171869041,True,5.868208808492762
Some Other Way,Some Other Way,3,457,2010-10-19,2010-10-23,Undercard,False,854,0.00351288056206089,0.004115711975534805,False,5.492943440248229
Hellhound on My Trail,Hellhound on My Trail,3,39,1996-11-10,1996-11-13,Nothing for Juice,True,1272,0.0023584905660377358,0.0027841581010970744,False,5.883809748935241
Tall Tall Trees,Tall Tall Trees,3,607,2013-01-20,2023-04-22,Unreleased,True,704,0.004261363636363636,0.004968414732896989,False,5.304654456978411
Song for Tura Satana,Song for Tura Satana,3,213,2005-11-04,2016-02-28,Zopilote Machine,False,1098,0.00273224043715847,0.0032174707214824867,True,5.7391597183077385
Proverbs 6:27,Proverbs 6:27,3,374,2009-03-21,2018-05-28,The Life of the World to Come,False,937,0.0032017075773745998,0.00375875889928675,False,5.583666456045648
Rat Queen,Rat Queen,3,997,2021-04-18,2021-08-18,Getting Into Knives,False,314,0.009554140127388535,0.010769857085680897,False,4.531004057569395
Blues in Dallas,Blues in Dallas,3,82,2000-10-19,2015-06-08,All Hail West Texas,False,1229,0.0024410089503661514,0.0028800098211508567,True,5.849961574718272
Going to Maryland,Going to Maryland,3,16,1995-04-15,2022-11-11,Beautiful Rat Sunset,False,1295,0.0023166023166023165,0.0027354617997090644,True,5.901455009204559
Tribe of the Horned Heart,Tribe of the Horned Heart,3,543,2012-03-24,2015-05-30,Unreleased,False,768,0.00390625,0.004564888663220076,False,5.389361154450573
Unmasked!,Unmasked!,3,681,2015-04-02,2015-06-03,Beat the Champ,False,630,0.004761904761904762,0.005534049640949877,False,5.196835427482377
Ambivalent Seascape Y,Ambivalent Seascape Y,3,20,1995-09-21,2000-10-16,Martial Arts Weekend,False,1291,0.0023237800154918666,0.0027438079836898705,True,5.898408548356394
Going to Reykjavik,Going to Reykjavik,3,49,1997-06-17,2009-11-21,Nothing for Juice,False,1262,0.002377179080824089,0.0028058754029777065,True,5.876039702073309
Against Agamemnon,Against Agamemnon,3,324,2008-03-19,2024-04-12,Bitter Melon Farm,False,987,0.00303951367781155,0.0035721273749924724,False,5.634593957311257
My Dinner Plate Has a Cat On It,My Dinner Plate Has a Cat On It,3,741,2016-02-24,2016-09-01,Unreleased,False,570,0.005263157894736842,0.006096834350199017,False,5.099985601492459
Fortune Came Today,Fortune Came Today,3,38,1996-11-09,2017-05-31,Unreleased,True,1273,0.002356637863315004,0.0027820048465718636,False,5.884583443364551
Good Morning to All Vultures,Good Morning to All Vultures,3,650,2014-02-28,2018-05-29,Unreleased,False,661,0.0045385779122541605,0.005282132550099001,False,5.243425370742206
O Bless the Lord,O Bless the Lord,3,719,2015-09-12,2016-03-25,Unreleased,True,592,0.005067567567567568,0.005877667102316046,False,5.13659534710502
Twelve Hands High,Twelve Hands High,3,457,2010-10-19,2010-10-23,Martial Arts Weekend,False,854,0.00351288056206089,0.004115711975534805,False,5.492943440248229
Xolo,Xolo,3,288,2007-10-02,2017-06-02,The Seneca Twins (Tape),False,1023,0.002932551319648094,0.003448832470390623,True,5.669719519593467
Get Famous,Get Famous,3,994,2021-01-08,2021-10-26,Getting Into Knives,False,317,0.00946372239747634,0.010673982986995312,False,4.539945994945056
Keep It on Your Mind,Keep It on Your Mind,3,222,2006-08-10,2019-11-24,The Hound Chronicles,True,1089,0.0027548209366391185,0.003243581845462056,False,5.731077051943061
Idylls of the Kings,Idylls of the Kings,3,103,2002-10-09,2013-06-08,Tallahassee,False,1208,0.0024834437086092716,0.002929260803434381,True,5.833005173299782
Hand of Death,Hand of Death,3,897,2018-08-10,2020-02-20,Cardinals At The Window,False,414,0.007246376811594203,0.008288323194971014,False,4.792907598693099
I'm So Lonesome I Could Cry,I'm So Lonesome I Could Cry,3,83,2001-02-10,2003-09-27,Taboo VI: The Homecoming,True,1228,0.0024429967426710096,0.0028823175213280607,False,5.849160613522067
